@RELATION data

@ATTRIBUTE timestamp DATE "MM/dd/yyyy"
@ATTRIBUTE mortality_rate NUMERIC
@ATTRIBUTE T2M NUMERIC
@ATTRIBUTE PM10 NUMERIC

@DATA
12/11/2007,1.561,275.128,30.868
12/12/2007,1.522,276.196,18.295
12/13/2007,1.522,275.384,15.669
12/14/2007,1.6,273.676,13.137
12/15/2007,1.249,273.9,14.975
12/16/2007,1.913,272.985,15.677
12/17/2007,1.561,273.894,23.937
12/18/2007,1.483,275.799,27.551
12/19/2007,1.717,275.926,23.664
12/20/2007,1.678,274.164,8.868
12/21/2007,1.678,273.277,7.47
12/22/2007,2.03,274.274,24.848
12/23/2007,1.874,274.382,39.043
12/24/2007,2.108,278.874,37.454
12/25/2007,1.874,276.035,40.761
12/26/2007,2.225,278.844,45.121
12/27/2007,2.381,282.077,52.915
12/28/2007,1.639,282.527,52.543
12/29/2007,2.225,277.204,44.58
12/30/2007,1.327,276.573,26.661
12/31/2007,1.913,279.282,28.5
1/2/2007,1.963,279.001,46.363
1/3/2007,1.891,282.204,49.84
1/4/2007,1.674,280.649,52.237
1/5/2007,1.818,280.997,46.662
1/6/2007,1.703,279.384,44.603
1/7/2007,1.746,282.008,57.264
1/8/2007,1.876,280.526,51.003
1/9/2007,1.919,282.608,57.57
1/10/2007,1.977,278.909,50.54
1/11/2007,1.79,281.231,55.893
1/12/2007,1.919,282.662,56.057
1/13/2007,1.919,281.663,56.605
1/14/2007,1.645,279.246,52.817
1/15/2007,2.194,281.018,55.008
1/16/2007,1.948,279.032,32.544
1/17/2007,1.746,278.745,51.729
1/18/2007,1.862,280.568,50.634
1/19/2007,1.934,281.499,51.589
1/20/2007,1.703,279.519,49.782
1/21/2007,1.804,276.392,46.68
1/22/2007,1.818,275.327,37.613
1/23/2007,1.818,273.016,33.799
1/24/2007,1.79,275.586,41.552
1/25/2007,1.804,274.004,32.756
1/26/2007,1.804,278.092,45.79
1/27/2007,1.948,279.011,47.476
1/28/2007,1.544,280.321,54.283
1/29/2007,1.992,279.956,47.763
1/30/2007,2.006,277.874,47.583
1/31/2007,1.458,281.247,46.238
2/1/2007,1.977,281.399,32.382
2/2/2007,1.53,279.364,40.038
2/3/2007,1.414,274.762,24.241
2/4/2007,1.688,274.298,20.124
2/5/2007,1.876,274.252,26.614
2/6/2007,1.775,272.413,24.854
2/7/2007,2.121,272.149,21.986
2/8/2007,1.934,273.293,22.141
2/9/2007,2.179,273.097,25.96
2/10/2007,2.107,276.089,23.399
2/11/2007,2.121,278.556,45.049
2/12/2007,2.107,278.751,47.372
2/13/2007,2.049,278.801,49.128
2/14/2007,2.309,278.117,47.446
2/15/2007,1.977,280.877,47.018
2/16/2007,1.818,279.873,29.255
2/17/2007,1.919,278.728,24.25
2/18/2007,1.53,277.082,28.817
2/19/2007,1.891,279.726,23.475
2/20/2007,2.251,280.985,39.174
2/21/2007,2.006,279.479,39.349
2/22/2007,1.761,280.961,46.462
2/23/2007,1.862,280.893,46.181
2/24/2007,1.833,280.418,41.031
2/25/2007,1.847,279.609,44.948
2/26/2007,1.977,277.8,58.339
2/27/2007,2.049,280.524,46.584
2/28/2007,2.02,279.948,64.188
3/1/2007,1.631,278.169,66.285
3/2/2007,1.891,278.087,45.08
3/3/2007,1.79,279.165,51.804
3/4/2007,1.746,278.986,46.807
3/5/2007,1.804,279.93,74.566
3/6/2007,2.049,280.811,73.216
3/7/2007,1.573,279.279,60.83
3/8/2007,1.876,279.316,60.081
3/9/2007,1.66,279.085,66.789
3/10/2007,1.818,281.874,64.975
3/11/2007,1.559,282.754,66.895
3/12/2007,1.602,281.443,60.501
3/13/2007,1.645,279.867,55.499
3/14/2007,1.732,280.701,50.878
3/15/2007,1.544,280.318,60.617
3/16/2007,1.818,279.231,63.95
3/17/2007,1.818,282.231,64.335
3/18/2007,1.559,275.964,77.397
3/19/2007,1.963,275.82,63.81
3/20/2007,1.717,274.903,73.312
3/21/2007,1.616,275.261,63.072
3/22/2007,1.414,280.006,43.804
3/23/2007,1.472,279.461,51.636
3/24/2007,1.804,278.378,49.142
3/25/2007,1.674,281.295,55.838
3/26/2007,1.775,281.011,53.695
3/27/2007,1.631,281.827,46.024
3/28/2007,1.472,280.16,46.84
3/29/2007,1.732,279.468,62.265
3/30/2007,1.602,280.552,64.173
3/31/2007,1.616,281.342,74.752
4/1/2007,1.746,280.941,77.125
4/2/2007,1.559,281.285,77.364
4/3/2007,1.573,279.477,55.641
4/4/2007,1.602,280.288,49.113
4/5/2007,1.472,281.578,46.963
4/6/2007,1.501,281.11,57.198
4/7/2007,1.775,281.365,61.9
4/8/2007,1.703,282.69,64.348
4/9/2007,1.847,282.598,63.279
4/10/2007,1.559,283.812,60.611
4/11/2007,1.198,283.67,54.41
4/12/2007,1.79,283.996,52.495
4/13/2007,1.948,284.099,39.535
4/14/2007,1.4,286.455,56.453
4/15/2007,1.443,286.793,72.062
4/16/2007,1.472,284.833,65.899
4/17/2007,1.573,282.318,71.515
4/18/2007,1.486,281.45,72.5
4/19/2007,1.559,282.99,63.68
4/20/2007,1.891,282.705,49.58
4/21/2007,1.674,285.614,68.12
4/22/2007,1.313,285.524,70.082
4/23/2007,1.804,285.555,47.928
4/24/2007,1.486,286.188,53.157
4/25/2007,1.544,285.75,63.124
4/26/2007,1.53,284.517,58.424
4/27/2007,1.414,283.895,60.925
4/28/2007,1.515,284.863,64.629
4/29/2007,1.414,285.325,66.942
4/30/2007,1.703,284.684,67.923
5/1/2007,1.342,285.663,72.041
5/2/2007,1.573,284.72,66.126
5/3/2007,1.357,283.765,63.021
5/4/2007,1.703,283.436,60.387
5/5/2007,1.616,284.795,62.496
5/6/2007,1.414,284.789,67.268
5/7/2007,1.631,284.06,56.616
5/8/2007,1.486,283.58,58.852
5/9/2007,1.515,283.539,52.294
5/10/2007,1.241,283.817,60.925
5/11/2007,1.515,282.56,58.431
5/12/2007,1.443,284.016,62.303
5/13/2007,1.443,283.199,52.291
5/14/2007,1.299,282.013,73.161
5/15/2007,1.761,283.395,58.608
5/16/2007,1.66,282.424,47.783
5/17/2007,1.645,287.101,34.78
5/18/2007,1.299,285.57,58.467
5/19/2007,1.515,284.258,68.276
5/20/2007,1.371,283.782,61.791
5/21/2007,1.688,285.145,61.952
5/22/2007,1.486,285.061,61.488
5/23/2007,1.472,287.146,45.803
5/24/2007,1.486,288.144,46.679
5/25/2007,1.299,284.013,65.298
5/26/2007,1.501,282.621,60.75
5/27/2007,1.342,280.836,60.892
5/28/2007,1.256,281.606,64.423
5/29/2007,1.328,282.006,60.46
5/30/2007,1.27,283.446,54.847
5/31/2007,1.256,285.828,51.008
6/1/2007,1.486,287.467,56.858
6/2/2007,1.515,289.704,63.495
6/3/2007,1.371,288.875,47.857
6/4/2007,1.645,288.44,63.806
6/5/2007,1.429,287.201,70.009
6/6/2007,1.198,286.56,69.721
6/7/2007,1.342,287.338,61.571
6/8/2007,1.429,289.541,73.666
6/9/2007,1.342,290.585,78.824
6/10/2007,1.674,290.545,83.358
6/11/2007,1.328,291.362,83.844
6/12/2007,1.53,289.542,81.292
6/13/2007,1.328,287.598,53.608
6/14/2007,1.328,285.21,54.272
6/15/2007,1.429,285.504,60.672
6/16/2007,1.53,286.221,63.878
6/17/2007,1.414,287.233,58.53
6/18/2007,1.472,287.606,50.151
6/19/2007,1.587,289.658,53.77
6/20/2007,1.4,288.881,60.963
6/21/2007,1.126,287.606,50.049
6/22/2007,1.227,287.173,47.047
6/23/2007,1.4,287.024,62.758
6/24/2007,1.472,285.621,53.803
6/25/2007,1.126,284.994,58.333
6/26/2007,1.559,284.452,48.82
6/27/2007,1.631,284.443,46.001
6/28/2007,1.674,284.394,47.479
6/29/2007,1.458,286.349,48.828
6/30/2007,1.631,286.579,30.173
7/1/2007,1.501,287.817,44.573
7/2/2007,1.385,287.309,51.371
7/3/2007,1.631,285.776,48.645
7/4/2007,1.328,286.552,50.893
7/5/2007,1.097,286.723,49.459
7/6/2007,1.458,286.611,51.65
7/7/2007,1.371,286.531,53.312
7/8/2007,1.126,286.395,45.077
7/9/2007,1.371,285.762,43.925
7/10/2007,1.501,287.045,46.177
7/11/2007,1.313,287.514,52.029
7/12/2007,1.328,288.604,37.207
7/13/2007,1.342,287.178,33.41
7/14/2007,1.458,288.336,45.012
7/15/2007,1.284,287.175,42.814
7/16/2007,1.458,288.924,51.166
7/17/2007,1.313,287.284,46.694
7/18/2007,1.602,287.736,48.575
7/19/2007,1.342,288.068,49.344
7/20/2007,1.501,286.813,49.664
7/21/2007,1.198,283.842,50.021
7/22/2007,1.27,285.979,54.158
7/23/2007,1.198,286.843,52.232
7/24/2007,1.587,287.481,61.535
7/25/2007,1.458,287.85,44.591
7/26/2007,1.241,287.292,41.24
7/27/2007,1.486,287.912,45.92
7/28/2007,1.198,287.262,51.836
7/29/2007,1.212,286.096,46.468
7/30/2007,1.357,286.196,47.213
7/31/2007,1.313,287.769,49.954
8/1/2007,1.357,288.45,49.856
8/2/2007,1.212,287.594,40.106
8/3/2007,1.313,289.253,36.643
8/4/2007,1.544,290.795,38.313
8/5/2007,1.357,291.424,59.229
8/6/2007,1.183,287.639,52.121
8/7/2007,1.299,285.745,49.51
8/8/2007,1.198,286.767,45.992
8/9/2007,1.602,288.065,42.91
8/10/2007,1.4,288.277,42.176
8/11/2007,1.4,288.904,48.593
8/12/2007,1.342,287.107,50.235
8/13/2007,1.371,287.009,44.348
8/14/2007,1.443,287.573,35.806
8/15/2007,1.241,287.241,49.42
8/16/2007,1.241,285.314,52.81
8/17/2007,1.486,285.704,53.128
8/18/2007,1.501,286.857,35.76
8/19/2007,1.198,286.717,40.862
8/20/2007,1.313,286.373,47.878
8/21/2007,1.385,288.117,52.117
8/22/2007,1.486,289.26,61.958
8/23/2007,1.486,288.494,45.19
8/24/2007,1.357,289.136,32.563
8/25/2007,1.097,289.445,33.503
8/26/2007,1.284,287.272,46.334
8/27/2007,1.602,286.779,39.458
8/28/2007,1.4,286.354,35.384
8/29/2007,1.241,285.886,43.186
8/30/2007,1.299,287.75,40.625
8/31/2007,1.443,288.102,42.476
9/1/2007,1.256,288.264,43.353
9/2/2007,1.169,287.863,42.351
9/3/2007,1.328,286.042,44.808
9/4/2007,1.385,285.714,35.438
9/5/2007,1.385,289.163,35.892
9/6/2007,1.27,289.501,33.253
9/7/2007,1.414,288.298,36.701
9/8/2007,1.227,287.979,42.605
9/9/2007,1.328,287.695,41.037
9/10/2007,1.27,286.922,46.701
9/11/2007,1.328,286.47,38.826
9/12/2007,1.227,288.193,45.705
9/13/2007,1.241,287.709,44.112
9/14/2007,1.284,286.53,53.138
9/15/2007,1.443,285.645,43.513
9/16/2007,1.256,287.547,50.93
9/17/2007,1.284,282.872,45.297
9/18/2007,1.328,281.721,41.691
9/19/2007,1.458,286.241,45.959
9/20/2007,1.53,286.65,47.829
9/21/2007,1.587,286.03,45.244
9/22/2007,1.486,286.105,42.679
9/23/2007,1.385,288.091,47.702
9/24/2007,1.804,284.811,50.441
9/25/2007,1.587,284.024,43.363
9/26/2007,1.256,281.022,44.44
9/27/2007,1.472,281.797,48.047
9/28/2007,1.862,283.959,43.773
9/29/2007,1.371,284.486,39.713
9/30/2007,1.313,283.415,30.302
10/1/2007,1.631,284.485,36.744
10/2/2007,1.27,284.576,35.718
10/3/2007,1.53,285.389,35.393
10/4/2007,1.645,284.19,46.227
10/5/2007,1.328,283.289,26.066
10/6/2007,1.573,283.68,26.273
10/7/2007,1.212,284.779,28.422
10/8/2007,1.717,283.987,29.248
10/9/2007,1.27,285.563,35.866
10/10/2007,1.515,285.133,32.427
10/11/2007,1.472,285.849,32.323
10/12/2007,1.602,287.657,27.544
10/13/2007,1.4,287.79,21.594
10/14/2007,1.342,286.412,36.753
10/15/2007,1.328,285.862,46.937
10/16/2007,1.804,284.7,45.717
10/17/2007,1.472,281.823,54.173
10/18/2007,1.299,280.993,32.752
10/19/2007,1.429,280.822,31.388
10/20/2007,1.299,280.395,15.996
10/21/2007,1.429,280.632,24.162
10/22/2007,1.53,281.445,20.247
10/23/2007,1.458,279.845,17.415
10/24/2007,1.515,280.188,27.768
10/25/2007,1.602,281.784,29.851
10/26/2007,1.501,282.497,21.505
10/27/2007,1.357,286.141,42.155
10/28/2007,1.891,285.099,52.551
10/29/2007,1.616,280.751,49.884
10/30/2007,1.486,282.279,45.505
10/31/2007,1.486,285.163,40.735
11/1/2007,1.573,286.038,45.233
11/2/2007,1.443,284.695,39.82
11/3/2007,1.414,283.952,46.236
11/4/2007,1.385,281.239,29.766
11/5/2007,1.155,281.918,48.232
11/6/2007,1.847,281.733,60.439
11/7/2007,1.328,283.947,59.477
11/8/2007,1.515,281.344,61.271
11/9/2007,1.342,279.796,70.284
11/10/2007,1.458,283.187,60.896
11/11/2007,1.775,280.351,54.209
11/12/2007,1.732,275.554,35.312
11/13/2007,1.443,280.27,50.834
11/14/2007,1.501,279.055,25.694
11/15/2007,1.573,275.887,12.713
11/16/2007,1.703,278.348,15.327
11/17/2007,1.53,280.428,41.025
11/18/2007,1.919,277.714,37.43
11/19/2007,1.688,278.676,28.696
11/20/2007,1.631,279.611,27.548
11/21/2007,1.443,280.618,15.77
11/22/2007,1.732,279.32,36.079
11/23/2007,1.155,274.377,36.038
11/24/2007,1.443,278.848,53.666
11/25/2007,1.385,279.658,53.318
11/26/2007,1.775,278.991,27.364
11/27/2007,1.645,281.095,32.301
11/28/2007,1.414,282.004,48.301
11/29/2007,1.703,279.353,53.908
11/30/2007,1.573,283.675,53.448
12/1/2007,1.414,279.114,59.78
12/2/2007,1.559,280.538,52.277
12/3/2007,1.501,278.772,51.437
12/4/2007,1.587,282.124,47.205
12/5/2007,1.818,283.09,57.181
12/6/2007,1.948,283.541,53.891
12/7/2007,1.717,279.199,60.698
12/8/2007,1.443,278.538,53.598
12/9/2007,1.717,278.35,48.234
12/10/2007,1.79,276.753,39.843
12/11/2007,1.587,274.953,20.262
12/12/2007,1.212,276.102,9.985
12/13/2007,1.616,276.121,7.337
12/14/2007,1.674,274.109,4.495
12/15/2007,1.833,274.082,10.435
12/16/2007,1.573,272.645,17.341
12/17/2007,1.862,273.752,23.656
12/18/2007,1.746,275.328,23.602
12/19/2007,1.501,275.709,20.645
12/20/2007,1.804,272.749,6.735
12/21/2007,2.078,272.463,6.862
12/22/2007,1.761,275.706,18.359
12/23/2007,1.746,275.287,30.743
12/24/2007,1.905,280.217,36.936
12/25/2007,2.006,276.847,37.222
12/26/2007,1.876,279.28,43.549
12/27/2007,1.905,282.628,53.931
12/28/2007,1.717,282.628,53.059
12/29/2007,2.006,277.978,46.484
